file,s1,s2,b1,b2,percDif
one/one6999.gcg,214,247,1,2,14.316702819956618
one/one6741.gcg,338,238,3,2,34.72222222222222
one/one6027.gcg,258,334,2,3,25.675675675675674
one/one1748.gcg,259,283,2,2,8.856088560885608
one/one74.gcg,357,207,4,0,53.191489361702125
one/one1990.gcg,206,290,1,2,33.87096774193548
one/one4630.gcg,338,320,3,3,5.47112462006079
one/one2241.gcg,268,222,1,2,18.775510204081634
one/one4624.gcg,357,279,3,3,24.528301886792452
one/one2255.gcg,216,346,1,4,46.263345195729535
one/one6033.gcg,312,259,3,2,18.563922942206652
one/one60.gcg,252,285,2,2,12.290502793296088
one/one1984.gcg,272,250,3,1,8.42911877394636
one/one818.gcg,506,328,4,1,42.68585131894484
one/one6755.gcg,265,311,2,3,15.972222222222221
one/one2533.gcg,235,311,1,3,27.83882783882784
one/one4142.gcg,402,215,4,1,60.6158833063209
one/one819.gcg,375,417,0,3,10.606060606060606
one/one1985.gcg,190,388,1,4,68.5121107266436
one/one61.gcg,309,387,3,3,22.413793103448278
one/one6032.gcg,293,298,3,2,1.6920473773265652
one/one2254.gcg,309,293,3,2,5.3156146179401995
one/one4625.gcg,521,269,6,2,63.79746835443038
one/one4143.gcg,267,234,2,1,13.17365269461078
one/one2532.gcg,179,341,1,3,62.30769230769231
one/one6754.gcg,359,303,3,3,16.91842900302115
one/one6740.gcg,329,308,3,3,6.593406593406594
one/one6998.gcg,224,298,1,3,28.35249042145594
one/one4157.gcg,410,264,5,2,43.32344213649852
one/one3638.gcg,374,319,4,3,15.873015873015872
one/one2526.gcg,352,284,3,3,21.38364779874214
one/one5249.gcg,262,212,2,1,21.09704641350211
one/one2240.gcg,324,269,3,2,18.54974704890388
one/one4631.gcg,252,287,2,2,12.987012987012985
one/one1991.gcg,254,280,2,2,9.737827715355806
one/one75.gcg,358,259,4,2,32.090761750405186
one/one1749.gcg,210,328,1,3,43.866171003717476
one/one6026.gcg,332,224,3,1,38.84892086330935
one/one5507.gcg,238,295,1,3,21.388367729831145
one/one2268.gcg,324,273,3,2,17.08542713567839
one/one3176.gcg,229,304,1,3,28.142589118198874
one/one4619.gcg,283,347,2,4,20.317460317460316
one/one825.gcg,468,317,3,1,38.47133757961784
one/one1761.gcg,286,237,3,1,18.738049713193117
one/one6768.gcg,192,437,1,5,77.90143084260731
